Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
M. Andreolli,31,https://cdn.sofifa.org/sm/18/players/172835.png,Italy,https://cdn.sofifa.org/flags/27.png,77,77,Cagliari,https://cdn.sofifa.org/xs/18/teams/1842.png,6000000.0,50000.0,1512,44,76,59,55,55,74,22,31,49,18,16,12,11,5,5,14,76,75,85,55,24,80,34,33,65,55,59,78,65,42,82,81,28,23
J. Bruma,25,https://cdn.sofifa.org/sm/18/players/195363.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,81,VfL Wolfsburg,https://cdn.sofifa.org/xs/18/teams/175.png,9500000.0,53000.0,1842,62,80,51,45,64,72,40,43,59,66,38,11,16,16,12,13,80,72,76,74,65,74,39,49,68,73,86,74,67,65,79,90,61,34
Bruno,27,https://cdn.sofifa.org/sm/18/players/200228.png,Spain,https://cdn.sofifa.org/flags/45.png,77,80,Getafe CF,https://cdn.sofifa.org/xs/18/teams/1860.png,9000000.0,24000.0,1529,34,81,30,32,64,69,21,49,34,31,23,12,9,8,13,8,77,74,65,68,22,79,42,36,76,65,66,75,39,72,80,86,35,23
F. Bartels,30,https://cdn.sofifa.org/sm/18/players/183332.png,Germany,https://cdn.sofifa.org/flags/21.png,77,77,SV Werder Bremen,https://cdn.sofifa.org/xs/18/teams/38.png,8500000.0,34000.0,1935,85,55,87,87,81,77,73,76,80,56,74,9,8,14,12,8,44,53,70,69,69,38,60,77,77,75,73,28,87,81,37,52,75,65
R. Jiménez,26,https://cdn.sofifa.org/sm/18/players/204838.png,Mexico,https://cdn.sofifa.org/flags/83.png,77,78,SL Benfica,https://cdn.sofifa.org/xs/18/teams/234.png,10500000.0,16000.0,1954,74,80,76,51,74,74,69,71,74,45,75,7,11,13,14,10,81,51,70,67,67,29,90,81,75,70,78,28,77,81,36,81,71,77
Jozabed,26,https://cdn.sofifa.org/sm/18/players/210214.png,Spain,https://cdn.sofifa.org/flags/45.png,77,78,RC Celta de Vigo,https://cdn.sofifa.org/xs/18/teams/450.png,10500000.0,27000.0,1963,70,58,72,64,80,73,61,71,72,57,73,8,10,9,8,13,64,69,65,72,77,57,54,80,78,78,71,67,65,68,73,66,79,54
P. Pérez,31,https://cdn.sofifa.org/sm/18/players/215079.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,77,Boca Juniors,https://cdn.sofifa.org/xs/18/teams/1877.png,7500000.0,27000.0,2036,70,92,72,77,79,74,69,65,72,72,61,10,7,16,15,14,58,71,60,76,65,66,59,69,80,78,69,73,70,77,76,79,80,39
Gazzolisco,29,https://cdn.sofifa.org/sm/18/players/230183.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Cruzeiro,https://cdn.sofifa.org/xs/18/teams/568.png,6500000.0,32000.0,2128,81,96,67,66,72,77,76,81,71,77,54,9,16,8,8,10,77,67,72,67,77,77,77,57,72,77,84,75,82,89,77,82,56,71
Ronaldo Esler,29,https://cdn.sofifa.org/sm/18/players/230184.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Santos Futebol Clube,https://cdn.sofifa.org/xs/18/teams/1053.png,6500000.0,22000.0,1973,88,68,86,90,71,76,76,54,76,49,45,13,13,16,8,9,60,71,59,59,68,68,49,69,80,73,78,76,86,82,77,33,68,55
Vicente Gómez,28,https://cdn.sofifa.org/sm/18/players/199977.png,Spain,https://cdn.sofifa.org/flags/45.png,77,77,UD Las Palmas,https://cdn.sofifa.org/xs/18/teams/472.png,9000000.0,25000.0,1849,40,65,62,40,79,70,57,59,65,50,65,15,13,9,6,16,74,75,58,79,59,65,46,70,70,85,63,68,50,71,74,74,79,48
M. Niang,22,https://cdn.sofifa.org/sm/18/players/204077.png,Senegal,https://cdn.sofifa.org/flags/136.png,77,83,Torino,https://cdn.sofifa.org/xs/18/teams/54.png,12000000.0,84000.0,1837,85,50,82,65,81,69,65,68,82,66,68,4,6,4,4,4,64,30,69,57,73,16,70,77,70,72,86,20,91,70,24,70,72,72
O. Wendt,31,https://cdn.sofifa.org/sm/18/players/144429.png,Sweden,https://cdn.sofifa.org/flags/46.png,77,77,Borussia Mönchengladbach,https://cdn.sofifa.org/xs/18/teams/23.png,6000000.0,35000.0,2062,77,69,73,72,77,74,82,77,73,60,56,9,12,10,13,11,63,71,68,76,65,76,65,77,77,77,76,78,78,77,77,68,72,50
D. Pabón,29,https://cdn.sofifa.org/sm/18/players/196143.png,Colombia,https://cdn.sofifa.org/flags/56.png,77,77,Monterrey,https://cdn.sofifa.org/xs/18/teams/1032.png,8500000.0,65000.0,2066,90,74,82,83,76,74,69,76,79,76,77,15,11,15,14,9,51,44,77,70,77,39,73,79,76,69,86,33,86,86,40,81,76,77
T. Ndombele,20,https://cdn.sofifa.org/sm/18/players/235569.png,France,https://cdn.sofifa.org/flags/18.png,77,87,Olympique Lyonnais,https://cdn.sofifa.org/xs/18/teams/66.png,14000000.0,18000.0,2074,83,80,79,79,81,82,69,69,83,65,61,8,10,13,8,7,56,75,63,76,69,71,60,64,74,78,80,70,79,75,73,78,77,61
M. Risse,27,https://cdn.sofifa.org/sm/18/players/189234.png,Germany,https://cdn.sofifa.org/flags/21.png,77,77,1. FC Köln,https://cdn.sofifa.org/xs/18/teams/31.png,9500000.0,38000.0,2072,79,60,74,72,76,67,76,70,76,76,73,11,7,14,11,8,52,72,72,72,77,65,72,75,75,76,84,66,79,72,71,67,74,68
I. Scocco,32,https://cdn.sofifa.org/sm/18/players/171828.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,77,River Plate,https://cdn.sofifa.org/xs/18/teams/1876.png,7000000.0,27000.0,1963,78,71,76,80,81,75,65,81,79,79,80,14,12,14,6,12,55,33,69,71,78,24,74,79,75,75,79,28,77,70,30,67,72,79
A. Carroll,28,https://cdn.sofifa.org/sm/18/players/182836.png,England,https://cdn.sofifa.org/flags/14.png,77,77,West Ham United,https://cdn.sofifa.org/xs/18/teams/19.png,9000000.0,105000.0,1903,58,88,61,49,74,76,62,53,67,42,77,14,14,12,10,6,90,45,84,57,77,42,73,76,77,65,83,43,62,65,46,92,65,74
Jordi Amat,25,https://cdn.sofifa.org/sm/18/players/198198.png,Spain,https://cdn.sofifa.org/flags/45.png,77,82,Real Betis Balompié,https://cdn.sofifa.org/xs/18/teams/449.png,10000000.0,59000.0,1714,63,82,59,58,65,69,31,40,50,36,34,9,6,7,16,8,74,71,78,52,65,78,28,30,70,68,75,80,72,66,77,79,59,28
V. Hernández,28,https://cdn.sofifa.org/sm/18/players/214327.png,Colombia,https://cdn.sofifa.org/flags/56.png,77,77,Atletico Nacional Medellin,https://cdn.sofifa.org/xs/18/teams/101100.png,9000000.0,8000.0,1807,90,36,93,94,73,77,74,49,78,45,71,10,15,15,13,11,40,21,91,68,67,19,73,78,65,77,69,21,87,78,20,29,76,61
C. Kaboré,29,https://cdn.sofifa.org/sm/18/players/179768.png,Burkina Faso,https://cdn.sofifa.org/flags/101.png,77,77,FC Krasnodar,https://cdn.sofifa.org/xs/18/teams/112218.png,7000000.0,43000.0,1954,72,83,73,61,74,73,69,43,66,53,47,10,15,9,16,9,69,77,77,77,70,75,51,56,73,76,74,73,70,86,76,74,69,31
G. Töre,25,https://cdn.sofifa.org/sm/18/players/191032.png,Turkey,https://cdn.sofifa.org/flags/48.png,77,78,Beşiktaş JK,https://cdn.sofifa.org/xs/18/teams/327.png,10500000.0,49000.0,1950,82,79,82,80,83,72,78,75,84,68,66,11,10,7,12,11,59,43,58,77,72,24,66,67,66,74,76,32,84,67,38,75,74,70
Wilson Eduardo,26,https://cdn.sofifa.org/sm/18/players/199737.png,Portugal,https://cdn.sofifa.org/flags/38.png,77,77,SC Braga,https://cdn.sofifa.org/xs/18/teams/1896.png,9500000.0,16000.0,1924,78,59,73,68,78,80,77,82,78,71,76,13,12,11,9,11,66,24,64,63,80,22,73,79,77,73,83,23,82,68,33,68,73,77
Jorge Meré,20,https://cdn.sofifa.org/sm/18/players/223033.png,Spain,https://cdn.sofifa.org/flags/45.png,77,83,1. FC Köln,https://cdn.sofifa.org/xs/18/teams/31.png,10500000.0,26000.0,1693,69,75,67,74,69,46,30,34,55,33,22,15,12,11,8,8,78,79,80,62,27,79,51,25,76,74,48,77,68,67,78,71,38,33
Sergio León,28,https://cdn.sofifa.org/sm/18/players/198715.png,Spain,https://cdn.sofifa.org/flags/45.png,77,77,Real Betis Balompié,https://cdn.sofifa.org/xs/18/teams/449.png,9000000.0,30000.0,1872,79,71,82,75,76,78,41,71,75,64,82,9,8,9,11,12,71,35,77,34,74,26,80,80,75,67,75,21,78,75,33,66,61,79
M. Elneny,24,https://cdn.sofifa.org/sm/18/players/213051.png,Egypt,https://cdn.sofifa.org/flags/111.png,77,81,Arsenal,https://cdn.sofifa.org/xs/18/teams/1.png,10000000.0,76000.0,1959,58,74,67,62,76,77,67,69,68,61,57,7,15,15,12,6,57,76,70,77,67,70,62,63,75,79,71,72,57,92,75,73,70,39
D. Torres,27,https://cdn.sofifa.org/sm/18/players/214332.png,Colombia,https://cdn.sofifa.org/flags/56.png,77,78,Deportivo Alavés,https://cdn.sofifa.org/xs/18/teams/463.png,8500000.0,25000.0,1978,61,87,68,62,72,77,62,57,69,50,55,15,11,8,15,12,61,81,81,76,61,66,72,62,80,76,73,74,58,80,76,78,71,48
P. Ntep,24,https://cdn.sofifa.org/sm/18/players/201533.png,France,https://cdn.sofifa.org/flags/18.png,77,80,AS Saint-Étienne,https://cdn.sofifa.org/xs/18/teams/1819.png,11500000.0,53000.0,1872,88,73,85,75,80,70,72,74,83,69,69,15,9,9,8,6,43,28,49,66,71,22,70,71,75,74,77,15,90,72,25,74,66,69
S. Okazaki,31,https://cdn.sofifa.org/sm/18/players/194365.png,Japan,https://cdn.sofifa.org/flags/163.png,77,77,Leicester City,https://cdn.sofifa.org/xs/18/teams/95.png,8000000.0,74000.0,1995,77,81,83,74,78,70,66,53,77,50,74,10,6,14,6,6,74,48,88,66,68,41,74,84,84,75,76,35,72,80,58,72,69,76
N. Moisander,31,https://cdn.sofifa.org/sm/18/players/172862.png,Finland,https://cdn.sofifa.org/flags/17.png,77,77,SV Werder Bremen,https://cdn.sofifa.org/xs/18/teams/38.png,6000000.0,29000.0,1877,64,71,64,66,72,73,53,56,68,44,39,11,9,14,15,7,77,80,77,74,56,76,41,60,77,76,67,74,61,67,76,76,69,40
Y. Salibur,26,https://cdn.sofifa.org/sm/18/players/190014.png,France,https://cdn.sofifa.org/flags/18.png,77,77,En Avant de Guingamp,https://cdn.sofifa.org/xs/18/teams/62.png,9500000.0,28000.0,1950,90,46,82,75,77,73,76,72,80,74,75,12,13,11,10,7,58,48,77,68,76,36,65,74,72,72,78,35,85,72,33,68,71,62
J. Calleri,23,https://cdn.sofifa.org/sm/18/players/219455.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,83,UD Las Palmas,https://cdn.sofifa.org/xs/18/teams/472.png,12500000.0,23000.0,1856,73,65,73,79,75,73,56,57,74,35,76,11,12,8,8,6,82,37,82,58,69,29,62,79,77,66,78,32,75,75,39,70,67,71
J. Rodriguez,27,https://cdn.sofifa.org/sm/18/players/169792.png,England,https://cdn.sofifa.org/flags/14.png,77,77,West Bromwich Albion,https://cdn.sofifa.org/xs/18/teams/109.png,9500000.0,74000.0,1863,76,41,75,64,75,75,68,69,77,29,77,12,12,16,14,9,76,44,81,66,72,16,71,80,77,75,74,21,78,76,28,71,69,74
J. Roussillon,24,https://cdn.sofifa.org/sm/18/players/202562.png,France,https://cdn.sofifa.org/flags/18.png,77,82,Montpellier Hérault SC,https://cdn.sofifa.org/xs/18/teams/70.png,10000000.0,23000.0,2063,87,75,77,74,74,72,73,73,75,56,64,9,7,13,8,15,68,76,73,69,65,71,51,71,73,74,69,78,86,80,76,76,70,57
S. Rondón,27,https://cdn.sofifa.org/sm/18/players/189250.png,Venezuela,https://cdn.sofifa.org/flags/61.png,77,77,West Bromwich Albion,https://cdn.sofifa.org/xs/18/teams/109.png,9500000.0,74000.0,1769,71,72,69,48,71,76,48,53,70,52,75,13,13,7,5,14,85,33,71,40,68,25,62,79,73,68,85,13,76,73,23,86,53,75
K. Huntelaar,33,https://cdn.sofifa.org/sm/18/players/148803.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,77,Ajax,https://cdn.sofifa.org/xs/18/teams/245.png,5500000.0,17000.0,1796,52,69,56,62,76,82,63,73,66,64,80,7,12,6,9,11,78,27,77,44,72,21,56,83,78,73,80,23,58,60,33,79,67,81
L. Dubois,22,https://cdn.sofifa.org/sm/18/players/216643.png,France,https://cdn.sofifa.org/flags/18.png,77,84,FC Nantes,https://cdn.sofifa.org/xs/18/teams/71.png,10500000.0,22000.0,1992,71,60,69,72,78,70,79,68,76,56,51,13,8,8,9,16,55,75,59,77,69,78,46,69,70,79,72,82,68,74,80,65,64,76
A. Saint-Maximin,20,https://cdn.sofifa.org/sm/18/players/216388.png,France,https://cdn.sofifa.org/flags/18.png,77,84,OGC Nice,https://cdn.sofifa.org/xs/18/teams/72.png,12500000.0,31000.0,1781,91,36,90,85,81,70,66,70,84,46,68,10,9,12,7,7,53,15,64,68,70,23,47,70,78,72,80,22,90,70,16,57,65,59
André Pinto,27,https://cdn.sofifa.org/sm/18/players/193862.png,Portugal,https://cdn.sofifa.org/flags/38.png,77,77,Sporting CP,https://cdn.sofifa.org/xs/18/teams/237.png,7500000.0,17000.0,1638,50,79,37,34,61,72,44,35,44,50,34,15,13,6,11,11,78,77,34,58,54,77,46,33,70,66,68,82,50,67,80,91,47,36
R. Pizarro,23,https://cdn.sofifa.org/sm/18/players/210761.png,Mexico,https://cdn.sofifa.org/flags/83.png,77,83,Guadalajara,https://cdn.sofifa.org/xs/18/teams/1880.png,12000000.0,50000.0,2035,82,50,82,75,78,70,72,70,79,54,70,15,15,9,9,7,58,65,70,72,68,63,67,75,70,78,72,61,83,85,61,73,74,73
G. Martínez,24,https://cdn.sofifa.org/sm/18/players/226377.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,83,River Plate,https://cdn.sofifa.org/xs/18/teams/1876.png,12000000.0,22000.0,1852,86,34,90,84,81,73,74,76,85,73,66,6,9,13,12,15,32,23,54,68,82,27,72,70,74,70,76,30,83,70,28,58,72,59
O. Kıvrak,29,https://cdn.sofifa.org/sm/18/players/186953.png,Turkey,https://cdn.sofifa.org/flags/48.png,77,77,Trabzonspor,https://cdn.sofifa.org/xs/18/teams/436.png,6000000.0,28000.0,1289,60,30,67,63,26,60,13,11,25,11,10,78,74,67,75,81,14,25,70,40,12,18,19,12,70,38,23,16,60,40,13,68,50,10
A. Bertolacci,26,https://cdn.sofifa.org/sm/18/players/192073.png,Italy,https://cdn.sofifa.org/flags/27.png,77,78,Genoa,https://cdn.sofifa.org/xs/18/teams/110556.png,10500000.0,88000.0,2040,72,69,79,75,79,72,72,70,79,64,62,7,8,7,7,9,64,70,65,76,76,60,56,76,74,80,78,68,76,79,68,70,76,69
E. Giaccherini,32,https://cdn.sofifa.org/sm/18/players/192841.png,Italy,https://cdn.sofifa.org/flags/27.png,77,77,Chievo Verona,https://cdn.sofifa.org/xs/18/teams/192.png,7000000.0,67000.0,2067,82,66,85,93,80,78,78,76,81,72,66,14,11,14,14,7,58,66,53,70,80,58,69,80,76,78,68,66,68,72,62,54,76,74
A. Belenov,30,https://cdn.sofifa.org/sm/18/players/154954.png,Russia,https://cdn.sofifa.org/flags/40.png,77,77,FC Ufa,https://cdn.sofifa.org/xs/18/teams/110822.png,5500000.0,24000.0,1133,54,35,44,28,14,56,11,12,14,13,11,75,69,71,78,82,11,21,71,23,15,18,19,17,74,16,17,11,47,34,14,62,37,15
M. Lemina,23,https://cdn.sofifa.org/sm/18/players/212811.png,Gabon,https://cdn.sofifa.org/flags/115.png,77,82,Southampton,https://cdn.sofifa.org/xs/18/teams/17.png,11500000.0,68000.0,2078,78,70,74,75,81,70,72,72,81,68,55,12,9,15,8,16,68,71,51,77,78,62,68,68,72,82,78,66,78,78,72,81,74,68
André Simões,27,https://cdn.sofifa.org/sm/18/players/224075.png,Portugal,https://cdn.sofifa.org/flags/38.png,77,77,AEK Athens,https://cdn.sofifa.org/xs/18/teams/278.png,9000000.0,1000.0,2062,77,61,75,74,79,74,68,68,77,47,65,11,15,14,12,6,70,66,77,77,72,70,65,62,74,79,75,81,82,90,76,63,74,60
T. Chandler,27,https://cdn.sofifa.org/sm/18/players/202316.png,United States,https://cdn.sofifa.org/flags/95.png,77,77,Eintracht Frankfurt,https://cdn.sofifa.org/xs/18/teams/1824.png,7500000.0,29000.0,1974,75,83,54,52,73,71,77,66,72,43,55,12,7,8,11,12,73,67,69,73,60,74,50,71,72,75,76,79,79,83,79,82,55,57
A. Miranchuk,21,https://cdn.sofifa.org/sm/18/players/214092.png,Russia,https://cdn.sofifa.org/flags/40.png,77,84,Lokomotiv Moscow,https://cdn.sofifa.org/xs/18/teams/100765.png,12500000.0,35000.0,1792,71,43,77,67,79,70,65,64,78,53,70,8,8,9,12,15,53,36,58,71,68,22,57,73,74,79,65,29,75,74,28,68,81,62
F. Krovinović,21,https://cdn.sofifa.org/sm/18/players/230988.png,Croatia,https://cdn.sofifa.org/flags/10.png,77,84,SL Benfica,https://cdn.sofifa.org/xs/18/teams/234.png,12500000.0,11000.0,1951,68,68,82,75,80,81,65,76,79,49,64,13,7,11,5,11,54,70,55,77,73,45,62,75,76,77,78,50,73,74,55,60,80,64
André Silva,21,https://cdn.sofifa.org/sm/18/players/228941.png,Portugal,https://cdn.sofifa.org/flags/38.png,77,85,Milan,https://cdn.sofifa.org/xs/18/teams/47.png,13500000.0,77000.0,1946,75,76,77,72,78,70,59,69,77,33,78,14,13,7,11,8,76,55,84,58,62,34,80,82,72,67,76,35,85,79,40,74,66,74
D. Benaglio,33,https://cdn.sofifa.org/sm/18/players/115533.png,Switzerland,https://cdn.sofifa.org/flags/47.png,77,77,AS Monaco,https://cdn.sofifa.org/xs/18/teams/69.png,4500000.0,27000.0,1195,42,38,44,47,22,65,14,15,16,13,12,76,80,61,79,73,15,22,71,31,14,10,23,7,77,32,22,14,44,43,13,76,37,12
T. Rincón,29,https://cdn.sofifa.org/sm/18/players/191053.png,Venezuela,https://cdn.sofifa.org/flags/61.png,77,77,Torino,https://cdn.sofifa.org/xs/18/teams/54.png,8500000.0,49000.0,2066,76,82,75,83,77,74,67,55,76,52,45,12,12,11,8,12,58,80,91,76,72,74,46,66,76,78,77,78,72,87,82,78,72,60
J. Locadia,23,https://cdn.sofifa.org/sm/18/players/204366.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,81,Brighton & Hove Albion,https://cdn.sofifa.org/xs/18/teams/1808.png,12000000.0,50000.0,1902,77,74,69,63,73,76,67,65,74,74,75,10,7,8,13,10,67,37,58,69,75,30,69,71,72,72,84,31,82,75,34,82,68,67
A. Ruiz,23,https://cdn.sofifa.org/sm/18/players/213582.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,83,Colon de Santa Fe,https://cdn.sofifa.org/xs/18/teams/110406.png,12500000.0,18000.0,1941,53,53,72,72,82,81,78,75,86,74,76,7,7,16,13,16,63,30,55,81,86,29,69,74,74,80,88,31,60,69,33,75,81,83
J. King,25,https://cdn.sofifa.org/sm/18/players/185422.png,Norway,https://cdn.sofifa.org/flags/36.png,77,79,Bournemouth,https://cdn.sofifa.org/xs/18/teams/1943.png,11000000.0,69000.0,1909,87,61,78,72,77,72,65,69,79,47,77,12,9,11,12,7,63,34,74,51,71,31,72,79,75,69,78,27,92,76,39,80,67,68
L. De Silvestri,29,https://cdn.sofifa.org/sm/18/players/170320.png,Italy,https://cdn.sofifa.org/flags/27.png,77,77,Torino,https://cdn.sofifa.org/xs/18/teams/54.png,6500000.0,45000.0,2027,74,71,68,58,73,72,78,66,71,62,56,15,11,10,14,14,84,75,78,66,74,72,52,69,75,72,74,75,76,78,77,79,49,61
J. Quintero,24,https://cdn.sofifa.org/sm/18/players/210513.png,Colombia,https://cdn.sofifa.org/flags/56.png,77,82,River Plate,https://cdn.sofifa.org/xs/18/teams/1876.png,12000000.0,14000.0,1841,74,43,88,90,83,74,75,80,82,77,64,14,16,10,7,12,42,35,56,75,73,18,71,62,71,80,83,22,72,53,30,39,79,65
D. Kuzyaev,24,https://cdn.sofifa.org/sm/18/players/223058.png,Russia,https://cdn.sofifa.org/flags/40.png,77,80,Zenit St. Petersburg,https://cdn.sofifa.org/xs/18/teams/100769.png,11000000.0,54000.0,2045,78,70,80,76,79,64,67,60,78,61,64,15,16,13,7,8,51,74,60,75,74,75,63,71,73,82,76,76,81,79,77,59,70,57
G. Gönül,32,https://cdn.sofifa.org/sm/18/players/143699.png,Turkey,https://cdn.sofifa.org/flags/48.png,77,77,Beşiktaş JK,https://cdn.sofifa.org/xs/18/teams/327.png,4900000.0,47000.0,2062,78,74,79,81,77,78,78,65,79,48,58,8,13,10,13,10,60,76,78,68,65,75,67,76,78,74,70,75,80,77,78,65,72,57
Llorente,32,https://cdn.sofifa.org/sm/18/players/162131.png,Spain,https://cdn.sofifa.org/flags/45.png,77,77,Tottenham Hotspur,https://cdn.sofifa.org/xs/18/teams/18.png,7000000.0,91000.0,1636,45,71,36,33,77,82,44,57,67,40,78,2,2,3,4,2,90,25,56,49,64,15,70,84,79,71,79,15,52,63,25,88,70,80
T. Deeney,29,https://cdn.sofifa.org/sm/18/players/183125.png,England,https://cdn.sofifa.org/flags/14.png,77,77,Watford,https://cdn.sofifa.org/xs/18/teams/1795.png,9000000.0,65000.0,1917,64,85,65,73,75,78,55,68,65,36,78,10,11,16,12,15,82,29,82,60,75,33,80,75,74,73,86,25,65,77,29,92,74,78
Miguel Veloso,31,https://cdn.sofifa.org/sm/18/players/178007.png,Portugal,https://cdn.sofifa.org/flags/38.png,77,77,Genoa,https://cdn.sofifa.org/xs/18/teams/110556.png,6000000.0,32000.0,2097,63,71,69,75,82,81,82,83,73,81,61,16,7,9,8,15,67,71,74,85,80,70,73,65,69,83,80,70,55,64,72,74,80,70
C. Austin,27,https://cdn.sofifa.org/sm/18/players/195671.png,England,https://cdn.sofifa.org/flags/14.png,77,77,Southampton,https://cdn.sofifa.org/xs/18/teams/17.png,9500000.0,85000.0,1832,64,67,62,55,73,78,56,59,66,43,81,9,11,7,9,13,81,47,82,46,71,31,86,83,78,62,83,22,65,70,37,80,61,72
L. Tonelli,27,https://cdn.sofifa.org/sm/18/players/201049.png,Italy,https://cdn.sofifa.org/flags/27.png,77,79,Napoli,https://cdn.sofifa.org/xs/18/teams/48.png,8500000.0,56000.0,1662,72,85,72,79,58,74,40,38,54,17,25,13,11,13,11,6,74,78,81,54,25,79,35,23,73,54,52,79,75,67,81,75,30,33
M. Zárate,30,https://cdn.sofifa.org/sm/18/players/153177.png,Argentina,https://cdn.sofifa.org/flags/52.png,77,77,Vélez Sarsfield,https://cdn.sofifa.org/xs/18/teams/101088.png,8500000.0,63000.0,1943,79,66,86,74,86,72,65,80,85,79,78,7,16,16,6,12,56,38,69,60,82,22,70,77,75,72,78,30,75,68,34,62,63,77
Marçal,28,https://cdn.sofifa.org/sm/18/players/207707.png,Brazil,https://cdn.sofifa.org/flags/54.png,77,77,Olympique Lyonnais,https://cdn.sofifa.org/xs/18/teams/66.png,7000000.0,59000.0,2008,83,74,75,73,76,71,76,65,74,55,57,6,11,14,13,11,58,76,73,69,54,74,49,70,78,74,76,77,78,81,76,71,67,44
Yoel,28,https://cdn.sofifa.org/sm/18/players/185181.png,Spain,https://cdn.sofifa.org/flags/45.png,77,77,SD Eibar,https://cdn.sofifa.org/xs/18/teams/467.png,6000000.0,19000.0,1195,35,35,40,47,14,48,24,25,13,15,14,76,78,77,75,78,10,19,65,35,11,10,25,13,70,31,23,11,43,34,15,70,45,19
R. Karsdorp,22,https://cdn.sofifa.org/sm/18/players/222558.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,83,Roma,https://cdn.sofifa.org/xs/18/teams/52.png,10000000.0,48000.0,2057,86,83,65,65,75,68,78,60,76,60,53,13,7,14,16,15,69,67,74,74,69,74,52,65,75,72,80,76,87,77,76,70,68,66
J. Aquino,27,https://cdn.sofifa.org/sm/18/players/192350.png,Mexico,https://cdn.sofifa.org/flags/83.png,77,77,Tigres U.A.N.L.,https://cdn.sofifa.org/xs/18/teams/1970.png,9500000.0,65000.0,1887,91,59,91,92,77,74,73,72,80,63,64,16,15,7,9,7,47,34,76,68,64,22,67,75,65,75,74,36,90,75,40,40,72,51
Bojan,26,https://cdn.sofifa.org/sm/18/players/176993.png,Spain,https://cdn.sofifa.org/flags/45.png,77,78,Deportivo Alavés,https://cdn.sofifa.org/xs/18/teams/463.png,10500000.0,68000.0,1780,77,30,82,85,74,74,68,80,76,66,69,5,14,8,14,7,42,29,48,72,68,20,71,75,72,78,72,19,74,67,22,43,78,75
S. Proto,34,https://cdn.sofifa.org/sm/18/players/47201.png,Belgium,https://cdn.sofifa.org/flags/7.png,77,77,Olympiakos CFP,https://cdn.sofifa.org/xs/18/teams/280.png,3600000.0,1000.0,1273,48,28,58,61,32,58,17,11,11,17,14,77,73,73,78,78,14,23,75,37,15,11,25,18,72,33,37,17,46,27,11,61,58,17
C. Sánchez,31,https://cdn.sofifa.org/sm/18/players/182882.png,Colombia,https://cdn.sofifa.org/flags/56.png,77,77,RCD Espanyol,https://cdn.sofifa.org/xs/18/teams/452.png,6000000.0,56000.0,1942,72,80,64,48,74,75,60,52,70,58,48,11,6,7,13,7,70,79,75,76,68,71,62,58,66,78,72,72,68,80,79,87,68,43
M. Sissoko,27,https://cdn.sofifa.org/sm/18/players/183394.png,France,https://cdn.sofifa.org/flags/18.png,77,77,Tottenham Hotspur,https://cdn.sofifa.org/xs/18/teams/18.png,9500000.0,84000.0,2133,75,78,70,59,77,73,75,75,76,74,72,14,8,11,10,8,70,76,80,74,71,69,68,76,74,77,85,71,78,87,72,88,68,67
S. Padt,27,https://cdn.sofifa.org/sm/18/players/192358.png,Netherlands,https://cdn.sofifa.org/flags/34.png,77,79,FC Groningen,https://cdn.sofifa.org/xs/18/teams/1915.png,7000000.0,11000.0,1206,41,26,31,44,33,50,18,18,19,19,16,77,73,67,75,79,20,13,63,40,19,10,25,10,76,32,39,14,35,30,13,69,49,13
M. Hasebe,33,https://cdn.sofifa.org/sm/18/players/181098.png,Japan,https://cdn.sofifa.org/flags/163.png,77,77,Eintracht Frankfurt,https://cdn.sofifa.org/xs/18/teams/1824.png,3600000.0,29000.0,1970,62,73,73,72,74,83,74,70,67,63,45,10,12,10,15,9,66,77,74,75,53,77,61,62,78,80,54,78,55,71,79,69,75,57
J. Altidore,27,https://cdn.sofifa.org/sm/18/players/176237.png,United States,https://cdn.sofifa.org/flags/95.png,77,77,Toronto FC,https://cdn.sofifa.org/xs/18/teams/111651.png,9500000.0,12000.0,1885,70,85,69,51,70,71,49,66,70,72,77,16,9,14,12,12,76,32,75,52,66,26,75,78,71,67,81,27,75,77,34,90,72,69
A. Trebel,26,https://cdn.sofifa.org/sm/18/players/203886.png,France,https://cdn.sofifa.org/flags/18.png,77,78,RSC Anderlecht,https://cdn.sofifa.org/xs/18/teams/229.png,10500000.0,27000.0,2052,79,79,77,87,75,74,66,69,77,71,57,8,11,14,16,12,33,72,68,77,74,57,55,72,77,77,79,70,75,84,74,64,76,70
